Strike,Moneyness,Bid,Midpoint,Ask,Last,Change,%Chg,Volume,"Open Int",Vol/OI,IV,Type,Time
"4,275.00",-2.87%,56.60,57.00,57.40,61.01,18.91,+44.92%,11,61,0.18,14.95%,Call,05/20/21
"4,280.00",-2.99%,54.50,54.90,55.30,58.24,-6.16,-9.57%,14,54,0.26,14.86%,Call,05/20/21
"4,285.00",-3.11%,52.40,52.85,53.30,54.20,-13.69,-20.16%,12,51,0.24,14.77%,Call,05/21/21
"4,290.00",-3.23%,50.40,50.85,51.30,50.75,-4.86,-8.74%,1,111,0.01,14.67%,Call,05/21/21
"4,295.00",-3.35%,48.50,48.90,49.30,54.90,5.20,+10.46%,6,20,0.30,14.60%,Call,05/17/21
"4,300.00",-3.47%,46.60,47.00,47.40,46.62,-5.98,-11.37%,7,481,0.01,14.45%,Call,05/21/21
"4,305.00",-3.59%,44.70,45.10,45.50,53.90,7.74,+16.77%,40,41,0.98,14.42%,Call,05/14/21
"4,310.00",-3.71%,43.00,43.35,43.70,51.80,16.80,+48.00%,20,42,0.48,14.35%,Call,05/21/21
"4,315.00",-3.83%,41.20,41.60,42.00,33.80,-26.50,-43.95%,7,11,0.64,14.27%,Call,05/19/21
"4,320.00",-3.95%,39.50,39.90,40.30,46.48,-3.09,-6.23%,4,21,0.19,14.19%,Call,05/20/21
"4,325.00",-4.07%,37.90,38.30,38.70,39.47,-2.93,-6.91%,45,"2,684",0.02,14.13%,Call,05/21/21
"4,330.00",-4.19%,36.30,36.70,37.10,45.09,4.47,+11.00%,2,68,0.03,14.05%,Call,05/21/21
"4,335.00",-4.31%,34.80,35.15,35.50,40.70,13.50,+49.63%,20,96,0.21,13.98%,Call,05/20/21
"4,340.00",-4.43%,33.30,33.70,34.10,39.80,-2.60,-6.13%,19,47,0.40,13.92%,Call,05/20/21
"4,345.00",-4.55%,31.90,32.25,32.60,40.60,-7.12,-14.92%,5,12,0.42,13.85%,Call,05/11/21
"4,350.00",-4.67%,30.50,30.85,31.20,34.32,10.57,+44.51%,3,"1,035",0.00,13.78%,Call,05/20/21
"4,355.00",-4.79%,29.20,29.55,29.90,36.34,-8.13,-18.28%,31,32,0.97,13.72%,Call,05/14/21
"4,360.00",-4.91%,27.90,28.25,28.60,26.07,-31.33,-54.58%,1,64,0.02,13.66%,Call,05/18/21
"4,365.00",-5.03%,26.70,27.05,27.40,46.73,46.73,unch,25,25,1.00,13.61%,Call,04/30/21
"4,370.00",-5.15%,25.50,25.85,26.20,25.05,-26.75,-51.64%,1,13,0.08,13.55%,Call,05/21/21
"4,375.00",-5.27%,24.40,24.70,25.00,25.80,-1.90,-6.86%,21,278,0.08,13.50%,Call,05/21/21
"4,380.00",-5.39%,23.30,23.60,23.90,19.05,-6.96,-26.76%,2,63,0.03,13.45%,Call,05/19/21
"4,385.00",-5.51%,22.20,22.55,22.90,18.25,-8.33,-31.34%,2,90,0.02,13.40%,Call,05/19/21
"4,390.00",-5.63%,21.20,21.55,21.90,22.50,-3.75,-14.29%,2,9,0.22,13.35%,Call,05/21/21
"4,395.00",-5.75%,20.30,20.60,20.90,23.40,4.20,+21.87%,6,7,0.86,13.31%,Call,05/20/21
"4,400.00",-5.87%,19.30,19.60,19.90,19.44,-3.68,-15.92%,77,604,0.13,13.22%,Call,05/21/21
"4,405.00",-5.99%,18.50,18.80,19.10,22.72,5.17,+29.46%,4,21,0.19,13.24%,Call,05/21/21
"4,410.00",-6.12%,17.60,17.90,18.20,17.35,3.63,+26.46%,23,56,0.41,13.19%,Call,05/21/21
"4,415.00",-6.24%,16.80,17.10,17.40,20.52,6.87,+50.33%,5,42,0.12,13.16%,Call,05/21/21
"4,420.00",-6.36%,16.00,16.30,16.60,15.85,-3.42,-17.75%,8,103,0.08,13.12%,Call,05/21/21
"4,425.00",-6.48%,15.30,15.55,15.80,18.10,6.38,+54.44%,9,552,0.02,13.08%,Call,05/20/21
"4,430.00",-6.60%,14.60,14.85,15.10,17.70,5.80,+48.74%,6,9,0.67,13.06%,Call,05/20/21
"4,435.00",-6.72%,13.90,14.20,14.50,15.35,-1.55,-9.17%,2,21,0.10,13.04%,Call,05/21/21
"4,440.00",-6.84%,13.30,13.55,13.80,14.55,-1.65,-10.19%,2,55,0.04,13.01%,Call,05/21/21
"4,445.00",-6.96%,12.60,12.90,13.20,13.75,-1.65,-10.71%,8,26,0.31,12.98%,Call,05/21/21
"4,450.00",-7.08%,12.10,12.35,12.60,12.95,-1.71,-11.66%,176,253,0.70,12.97%,Call,05/21/21
"4,455.00",-7.20%,11.50,11.75,12.00,14.20,-1.47,-9.38%,6,44,0.14,12.93%,Call,05/20/21
"4,460.00",-7.32%,11.00,11.25,11.50,13.50,4.66,+52.71%,6,97,0.06,12.93%,Call,05/20/21
"4,465.00",-7.44%,10.50,10.75,11.00,13.00,-4.40,-25.29%,6,23,0.26,12.91%,Call,05/20/21
"4,470.00",-7.56%,10.00,10.25,10.50,12.30,12.30,unch,6,6,1.00,12.89%,Call,05/20/21
"4,475.00",-7.68%,9.50,9.75,10.00,10.07,-1.83,-15.38%,4,108,0.04,12.87%,Call,05/21/21
"4,480.00",-7.80%,9.10,9.35,9.60,12.75,-7.75,-37.80%,6,5,1.20,12.87%,Call,05/14/21
"4,485.00",-7.92%,8.60,8.85,9.10,9.22,2.18,+30.97%,4,15,0.27,12.83%,Call,05/21/21
"4,490.00",-8.04%,8.30,8.50,8.70,18.20,18.20,unch,2,2,1.00,12.84%,Call,05/03/21
"4,495.00",-8.16%,7.90,8.15,8.40,10.37,-1.93,-15.69%,12,37,0.32,12.85%,Call,05/14/21
"4,500.00",-8.28%,7.50,7.75,8.00,8.24,-1.26,-13.26%,74,276,0.27,12.83%,Call,05/21/21
"4,510.00",-8.52%,6.80,7.05,7.30,7.83,-2.44,-23.76%,25,71,0.35,12.81%,Call,05/18/21
"4,520.00",-8.76%,6.20,6.45,6.70,5.50,-3.63,-39.76%,1,12,0.08,12.81%,Call,05/19/21
"4,525.00",-8.88%,5.90,6.15,6.40,7.72,2.55,+49.32%,1,"2,397",0.00,12.80%,Call,05/21/21
"4,530.00",-9.00%,5.70,5.90,6.10,9.08,-6.02,-39.87%,7,13,0.54,12.81%,Call,05/11/21
"4,540.00",-9.24%,5.20,5.40,5.60,6.10,-0.76,-11.08%,3,23,0.13,12.82%,Call,05/18/21
"4,550.00",-9.48%,4.70,4.90,5.10,6.25,0.10,+1.63%,1,"2,029",0.00,12.81%,Call,05/21/21
"4,560.00",-9.72%,4.30,4.50,4.70,3.81,-2.89,-43.13%,27,42,0.64,12.83%,Call,05/19/21
"4,570.00",-9.97%,3.90,4.10,4.30,5.20,-0.81,-13.48%,12,33,0.36,12.83%,Call,05/17/21
"4,575.00",-10.09%,3.70,3.90,4.10,4.14,-0.90,-17.86%,1,85,0.01,12.83%,Call,05/21/21
"4,580.00",-10.21%,3.60,3.75,3.90,4.74,1.64,+52.90%,52,59,0.88,12.85%,Call,05/20/21
"4,590.00",-10.45%,3.30,3.45,3.60,3.65,0.80,+28.07%,1,6,0.17,12.88%,Call,05/21/21
"4,600.00",-10.69%,3.00,3.15,3.30,4.05,1.15,+39.66%,6,119,0.05,12.89%,Call,05/20/21
"4,650.00",-11.89%,1.95,2.08,2.20,2.28,-0.77,-25.25%,20,69,0.29,13.05%,Call,05/18/21
"4,700.00",-13.09%,1.25,1.40,1.55,1.84,0.51,+38.35%,78,226,0.35,13.27%,Call,05/20/21
"4,750.00",-14.30%,0.85,0.98,1.10,1.33,-0.16,-10.74%,9,121,0.07,13.54%,Call,05/17/21
"4,800.00",-15.50%,0.60,0.73,0.85,0.96,-0.06,-5.88%,80,283,0.28,13.92%,Call,05/17/21
"4,900.00",-17.91%,0.30,0.43,0.55,0.44,-0.26,-37.14%,4,82,0.05,14.69%,Call,05/18/21
"5,000.00",-20.31%,0.15,0.28,0.40,0.72,0.07,+10.77%,2,26,0.08,15.55%,Call,04/30/21
"5,100.00",-22.72%,0.10,0.22,0.35,0.60,-0.61,-50.41%,268,266,1.01,16.68%,Call,04/30/21
"5,200.00",-25.12%,0.05,0.18,0.30,0.20,-0.35,-63.64%,2,10,0.20,17.88%,Call,05/21/21
"5,300.00",-27.53%,0.05,0.15,0.25,0.46,-0.04,-8.00%,10,14,0.71,18.74%,Call,04/06/21
"5,400.00",-29.94%,0.05,0.13,0.20,0.00,0.00,unch,0,0,0.00,19.72%,Call,N/A
"5,500.00",-32.34%,0.05,0.08,0.10,0.00,0.00,unch,0,0,0.00,20.12%,Call,N/A
"5,600.00",-34.75%,0.05,0.13,0.20,0.22,-0.03,-12.00%,1,1,1.00,0.00%,Call,04/13/21
"5,700.00",-37.16%,0.05,0.10,0.15,0.10,0.00,unch,40,200,0.20,0.00%,Call,04/30/21
"5,800.00",-39.56%,0.10,0.13,0.15,0.10,0.00,unch,80,548,0.15,0.00%,Call,04/30/21
"5,900.00",-41.97%,0.10,0.10,0.10,0.10,0.00,unch,40,610,0.07,0.00%,Call,04/30/21
"6,000.00",-44.37%,0.05,0.08,0.10,0.16,0.06,+60.00%,1,93,0.01,0.00%,Call,04/12/21
"6,100.00",-46.78%,0.00,0.05,0.10,0.11,0.11,unch,1,3,0.33,0.00%,Call,04/19/21
"6,200.00",-49.19%,0.00,0.05,0.10,0.12,0.12,unch,1,1,1.00,0.00%,Call,04/19/21
"1,000.00",-75.94%,0.10,0.18,0.25,0.25,0.10,+66.67%,5,860,0.01,101.99%,Put,05/19/21
"1,100.00",-73.53%,0.10,0.18,0.25,0.15,-0.10,-40.00%,1,206,0.00,94.16%,Put,05/21/21
"1,200.00",-71.13%,0.15,0.22,0.30,0.35,0.13,+59.09%,5,50,0.10,91.02%,Put,05/19/21
"1,300.00",-68.72%,0.20,0.25,0.30,0.44,-0.31,-41.33%,36,76,0.47,86.06%,Put,04/14/21
"1,400.00",-66.31%,0.25,0.33,0.40,0.25,-0.34,-57.63%,124,188,0.66,82.55%,Put,05/10/21
"1,500.00",-63.91%,0.30,0.40,0.50,0.35,-2.50,-87.72%,23,147,0.16,78.93%,Put,05/10/21
"1,600.00",-61.50%,0.40,0.50,0.60,0.49,-0.36,-42.35%,30,"1,748",0.02,75.51%,Put,05/21/21
"1,700.00",-59.09%,0.55,0.65,0.75,1.30,0.55,+73.33%,10,197,0.05,72.84%,Put,05/19/21
"1,800.00",-56.69%,0.70,0.80,0.90,1.61,0.64,+65.98%,5,"7,595",0.00,69.83%,Put,05/19/21
"1,900.00",-54.28%,0.90,1.00,1.10,1.65,0.56,+51.38%,5,"11,007",0.00,67.08%,Put,05/19/21
"2,000.00",-51.88%,1.15,1.25,1.35,1.25,-0.12,-8.76%,4,"5,310",0.00,64.46%,Put,05/21/21
"2,100.00",-49.47%,1.45,1.55,1.65,1.75,-0.25,-12.50%,36,"5,435",0.01,61.91%,Put,05/17/21
"2,200.00",-47.06%,1.80,1.90,2.00,1.87,-0.20,-9.66%,16,"1,606",0.01,59.26%,Put,05/21/21
"2,250.00",-45.86%,2.00,2.10,2.20,3.48,1.43,+69.76%,9,205,0.04,58.13%,Put,05/19/21
"2,300.00",-44.66%,2.25,2.35,2.45,3.80,1.80,+90.00%,5,"5,117",0.00,57.00%,Put,05/19/21
"2,350.00",-43.45%,2.45,2.58,2.70,4.09,1.49,+57.31%,3,64,0.05,55.74%,Put,05/19/21
"2,400.00",-42.25%,2.70,2.83,2.95,2.77,-0.07,-2.46%,6,"3,805",0.00,54.36%,Put,05/21/21
"2,450.00",-41.05%,3.00,3.15,3.30,3.12,-4.48,-58.95%,22,104,0.21,53.40%,Put,05/14/21
"2,500.00",-39.84%,3.30,3.45,3.60,6.00,1.87,+45.28%,10,"2,757",0.00,52.19%,Put,05/19/21
"2,550.00",-38.64%,3.60,3.75,3.90,6.93,3.25,+88.32%,125,295,0.42,50.93%,Put,05/19/21
"2,600.00",-37.44%,4.00,4.15,4.30,4.95,0.80,+19.28%,5,136,0.04,49.82%,Put,05/20/21
"2,650.00",-36.23%,4.40,4.55,4.70,7.04,-0.41,-5.50%,270,590,0.46,48.66%,Put,04/12/21
"2,700.00",-35.03%,4.80,4.95,5.10,5.35,-2.05,-27.70%,2,450,0.00,47.44%,Put,05/20/21
"2,750.00",-33.83%,5.30,5.45,5.60,5.90,-2.20,-27.16%,127,965,0.13,46.33%,Put,05/20/21
"2,800.00",-32.63%,5.80,5.95,6.10,6.00,-5.00,-45.45%,15,"1,688",0.01,45.22%,Put,05/21/21
"2,825.00",-32.02%,6.10,6.25,6.40,9.30,4.00,+75.47%,20,64,0.31,44.62%,Put,05/19/21
"2,850.00",-31.42%,6.40,6.55,6.70,6.75,-2.85,-29.69%,2,"1,848",0.00,44.06%,Put,05/20/21
"2,875.00",-30.82%,6.70,6.85,7.00,6.30,-4.10,-39.42%,2,151,0.01,43.49%,Put,05/07/21
"2,900.00",-30.22%,7.10,7.25,7.40,11.20,4.21,+60.23%,161,"8,046",0.02,43.00%,Put,05/19/21
"2,925.00",-29.62%,7.40,7.55,7.70,8.00,-2.35,-22.71%,7,484,0.01,42.41%,Put,05/18/21
"2,950.00",-29.02%,7.80,7.95,8.10,13.17,6.07,+85.49%,30,58,0.52,41.89%,Put,05/19/21
"2,975.00",-28.41%,8.10,8.30,8.50,13.80,5.18,+60.09%,62,"2,172",0.03,41.31%,Put,05/19/21
"3,000.00",-27.81%,8.50,8.70,8.90,9.00,-3.57,-28.40%,13,622,0.02,40.76%,Put,05/21/21
"3,025.00",-27.21%,9.00,9.15,9.30,8.50,-3.20,-27.35%,6,99,0.06,40.23%,Put,05/07/21
"3,050.00",-26.61%,9.40,9.55,9.70,9.80,-1.10,-10.09%,1,198,0.01,39.65%,Put,05/21/21
"3,075.00",-26.01%,9.90,10.05,10.20,9.80,-1.25,-11.31%,6,269,0.02,39.14%,Put,05/21/21
"3,100.00",-25.41%,10.40,10.55,10.70,12.23,-3.72,-23.32%,398,414,0.96,38.60%,Put,05/20/21
"3,125.00",-24.80%,10.90,11.10,11.30,16.11,3.51,+27.86%,90,"1,019",0.09,38.08%,Put,05/19/21
"3,140.00",-24.44%,11.30,11.45,11.60,11.70,2.00,+20.62%,32,77,0.42,37.77%,Put,05/20/21
"3,150.00",-24.20%,11.50,11.70,11.90,11.80,-0.34,-2.80%,92,"1,330",0.07,37.64%,Put,05/21/21
"3,160.00",-23.96%,11.70,11.90,12.10,18.00,-4.60,-20.35%,1,98,0.01,37.34%,Put,05/13/21
"3,170.00",-23.72%,12.00,12.20,12.40,10.30,-0.60,-5.50%,45,79,0.57,37.16%,Put,05/10/21
"3,175.00",-23.60%,12.10,12.30,12.50,12.10,-5.79,-32.36%,32,373,0.09,36.92%,Put,05/21/21
"3,180.00",-23.48%,12.20,12.40,12.60,12.22,-0.48,-3.78%,1,106,0.01,36.82%,Put,05/21/21
"3,190.00",-23.24%,12.50,12.70,12.90,13.50,1.90,+16.38%,6,68,0.09,36.74%,Put,05/20/21
"3,200.00",-23.00%,12.80,12.95,13.10,12.67,-1.03,-7.52%,1,"2,849",0.00,36.53%,Put,05/21/21
"3,210.00",-22.76%,13.00,13.20,13.40,14.10,-0.88,-5.87%,1,133,0.01,36.31%,Put,05/20/21
"3,220.00",-22.52%,13.30,13.50,13.70,13.20,-6.93,-34.43%,36,91,0.40,36.12%,Put,05/21/21
"3,225.00",-22.40%,13.40,13.60,13.80,14.05,-13.49,-48.98%,40,746,0.05,35.99%,Put,05/20/21
"3,230.00",-22.28%,13.60,13.80,14.00,14.47,-6.53,-31.10%,1,128,0.01,35.92%,Put,05/20/21
"3,240.00",-22.04%,13.90,14.10,14.30,20.79,7.89,+61.16%,2,36,0.06,35.72%,Put,05/19/21
"3,250.00",-21.80%,14.20,14.40,14.60,15.32,-9.68,-38.72%,411,"2,509",0.16,35.52%,Put,05/20/21
"3,260.00",-21.56%,14.50,14.70,14.90,0.00,0.00,unch,0,0,0.00,35.31%,Put,N/A
"3,270.00",-21.32%,14.80,15.00,15.20,15.67,15.67,unch,2,2,1.00,35.10%,Put,05/20/21
"3,275.00",-21.20%,14.90,15.15,15.40,28.00,1.90,+7.28%,3,733,0.00,35.00%,Put,05/12/21
"3,280.00",-21.08%,15.10,15.30,15.50,14.10,-6.40,-31.22%,34,36,0.94,34.89%,Put,05/07/21
"3,290.00",-20.83%,15.40,15.65,15.90,0.00,0.00,unch,0,0,0.00,34.70%,Put,N/A
"3,300.00",-20.59%,15.80,16.00,16.20,16.70,0.72,+4.51%,1,"5,665",0.00,34.50%,Put,05/20/21
"3,310.00",-20.35%,16.10,16.30,16.50,24.38,24.38,unch,28,45,0.62,34.28%,Put,05/13/21
"3,320.00",-20.11%,16.50,16.70,16.90,0.00,0.00,unch,0,0,0.00,34.10%,Put,N/A
"3,325.00",-19.99%,16.60,16.85,17.10,16.30,-2.65,-13.98%,45,"2,659",0.02,33.98%,Put,05/21/21
"3,330.00",-19.87%,16.80,17.05,17.30,16.30,-5.56,-25.43%,1,1,1.00,33.89%,Put,05/21/21
"3,340.00",-19.63%,17.20,17.40,17.60,0.00,0.00,unch,0,0,0.00,33.68%,Put,N/A
"3,350.00",-19.39%,17.60,17.80,18.00,17.83,-9.82,-35.52%,4,"3,446",0.00,33.50%,Put,05/21/21
"3,360.00",-19.15%,17.90,18.15,18.40,0.00,0.00,unch,0,0,0.00,33.27%,Put,N/A
"3,370.00",-18.91%,18.40,18.60,18.80,26.06,5.72,+28.12%,1,20,0.05,33.09%,Put,05/19/21
"3,375.00",-18.79%,18.50,18.75,19.00,27.94,6.51,+30.38%,1,146,0.01,32.97%,Put,05/19/21
"3,380.00",-18.67%,18.80,19.00,19.20,55.93,-17.70,-24.04%,2,57,0.04,32.89%,Put,03/22/21
"3,390.00",-18.43%,19.20,19.45,19.70,21.00,-5.38,-20.39%,55,61,0.90,32.70%,Put,05/14/21
"3,400.00",-18.19%,19.60,19.85,20.10,18.99,-1.71,-8.26%,13,"2,872",0.00,32.49%,Put,05/21/21
"3,410.00",-17.95%,20.00,20.30,20.60,20.00,-1.80,-8.26%,4,20,0.20,32.29%,Put,05/18/21
"3,420.00",-17.71%,20.50,20.75,21.00,30.40,10.40,+52.00%,1,45,0.02,32.09%,Put,05/19/21
"3,425.00",-17.59%,20.70,21.00,21.30,21.30,-7.65,-26.42%,38,"3,142",0.01,32.00%,Put,05/14/21
"3,430.00",-17.47%,20.90,21.20,21.50,22.15,-1.80,-7.52%,45,84,0.54,31.89%,Put,05/14/21
"3,440.00",-17.23%,21.40,21.70,22.00,21.53,-16.99,-44.11%,2,143,0.01,31.70%,Put,05/18/21
"3,450.00",-16.98%,21.90,22.15,22.40,21.18,-3.22,-13.20%,2,"2,750",0.00,31.48%,Put,05/21/21
"3,460.00",-16.74%,22.40,22.65,22.90,22.29,-1.55,-6.50%,1,140,0.01,31.28%,Put,05/21/21
"3,470.00",-16.50%,22.90,23.20,23.50,32.34,8.94,+38.21%,7,54,0.13,31.10%,Put,05/19/21
"3,475.00",-16.38%,23.20,23.45,23.70,24.43,-12.54,-33.92%,2,780,0.00,31.00%,Put,05/20/21
"3,480.00",-16.26%,23.40,23.70,24.00,39.23,11.63,+42.14%,38,76,0.50,30.89%,Put,05/12/21
"3,490.00",-16.02%,24.00,24.25,24.50,22.90,-13.44,-36.98%,30,141,0.21,30.70%,Put,05/21/21
"3,500.00",-15.78%,24.50,24.80,25.10,24.93,-1.23,-4.70%,6,"4,545",0.00,30.54%,Put,05/21/21
"3,510.00",-15.54%,25.10,25.35,25.60,25.02,-1.88,-6.99%,1,297,0.00,30.29%,Put,05/21/21
"3,520.00",-15.30%,25.70,25.95,26.20,26.00,-6.73,-20.56%,6,122,0.05,30.10%,Put,05/14/21
"3,525.00",-15.18%,26.00,26.25,26.50,29.29,3.15,+12.05%,17,889,0.02,30.00%,Put,05/20/21
"3,530.00",-15.06%,26.20,26.50,26.80,26.00,-7.79,-23.05%,38,64,0.59,29.89%,Put,05/21/21
"3,540.00",-14.82%,26.90,27.20,27.50,27.30,-14.10,-34.06%,10,85,0.12,29.75%,Put,05/21/21
"3,550.00",-14.58%,27.50,27.80,28.10,31.56,-7.44,-19.08%,24,"2,793",0.01,29.51%,Put,05/20/21
"3,560.00",-14.34%,28.10,28.40,28.70,32.23,-7.55,-18.98%,3,60,0.05,29.30%,Put,05/20/21
"3,565.00",-14.22%,28.40,28.75,29.10,44.10,11.60,+35.69%,10,52,0.19,29.21%,Put,05/19/21
"3,570.00",-14.10%,28.80,29.10,29.40,29.60,0.57,+1.96%,6,53,0.11,29.11%,Put,05/18/21
"3,575.00",-13.98%,29.10,29.40,29.70,27.70,-13.86,-33.35%,67,175,0.38,29.00%,Put,05/21/21
"3,580.00",-13.86%,29.40,29.75,30.10,40.99,6.29,+18.13%,3,51,0.06,28.91%,Put,05/19/21
"3,585.00",-13.74%,29.80,30.10,30.40,27.10,-5.55,-17.00%,6,6,1.00,28.81%,Put,05/07/21
"3,590.00",-13.62%,30.10,30.45,30.80,30.95,-3.76,-10.83%,12,112,0.11,28.71%,Put,05/21/21
"3,595.00",-13.50%,30.50,30.80,31.10,44.10,13.20,+42.72%,2,14,0.14,28.61%,Put,05/19/21
"3,600.00",-13.38%,30.90,31.20,31.50,31.65,-3.01,-8.68%,82,"1,761",0.05,28.52%,Put,05/21/21
"3,605.00",-13.26%,31.20,31.50,31.80,29.60,29.60,unch,47,59,0.80,28.40%,Put,05/10/21
"3,610.00",-13.13%,31.60,31.90,32.20,31.20,-15.17,-32.72%,6,64,0.09,28.31%,Put,05/14/21
"3,615.00",-13.01%,31.90,32.25,32.60,34.00,4.50,+15.25%,6,12,0.50,28.21%,Put,05/10/21
"3,620.00",-12.89%,32.30,32.65,33.00,36.06,-15.74,-30.39%,2,39,0.05,28.11%,Put,05/20/21
"3,625.00",-12.77%,32.70,33.00,33.30,37.67,1.20,+3.29%,4,"2,485",0.00,28.01%,Put,05/20/21
"3,630.00",-12.65%,33.10,33.40,33.70,54.10,20.12,+59.21%,6,524,0.01,27.91%,Put,05/19/21
"3,635.00",-12.53%,33.40,33.75,34.10,38.30,-0.30,-0.78%,6,12,0.50,27.80%,Put,05/17/21
"3,640.00",-12.41%,33.80,34.15,34.50,52.49,-2.33,-4.25%,48,29,1.66,27.70%,Put,05/13/21
"3,645.00",-12.29%,34.30,34.60,34.90,49.40,-3.85,-7.23%,1,14,0.07,27.61%,Put,05/19/21
"3,650.00",-12.17%,34.70,35.00,35.30,36.00,-16.22,-31.06%,6,831,0.01,27.51%,Put,05/20/21
"3,655.00",-12.05%,35.10,35.45,35.80,43.12,-10.18,-19.10%,2,18,0.11,27.42%,Put,05/18/21
"3,660.00",-11.93%,35.50,35.85,36.20,51.10,-1.43,-2.72%,1,72,0.01,27.31%,Put,05/19/21
"3,665.00",-11.81%,35.90,36.25,36.60,44.08,7.50,+20.50%,2,9,0.22,27.21%,Put,05/18/21
"3,670.00",-11.69%,36.40,36.70,37.00,37.20,-2.68,-6.72%,12,37,0.32,27.11%,Put,05/20/21
"3,675.00",-11.57%,36.70,37.10,37.50,51.22,15.15,+42.00%,1,637,0.00,27.01%,Put,05/19/21
"3,680.00",-11.45%,37.20,37.55,37.90,36.42,-2.18,-5.65%,2,33,0.06,26.91%,Put,05/21/21
"3,685.00",-11.33%,37.60,37.95,38.30,49.49,49.49,unch,16,70,0.23,26.80%,Put,05/04/21
"3,690.00",-11.21%,38.10,38.45,38.80,37.28,-15.87,-29.86%,32,"1,106",0.03,26.71%,Put,05/21/21
"3,695.00",-11.09%,38.50,38.85,39.20,38.70,-18.30,-32.11%,5,12,0.42,26.56%,Put,05/21/21
"3,700.00",-10.97%,39.00,39.35,39.70,40.20,-0.41,-1.01%,105,"3,259",0.03,26.50%,Put,05/21/21
"3,705.00",-10.85%,39.40,39.80,40.20,39.60,-1.70,-4.12%,5,12,0.42,26.35%,Put,05/21/21
"3,710.00",-10.73%,39.90,40.25,40.60,42.62,-24.40,-36.41%,174,154,1.13,26.29%,Put,05/20/21
"3,715.00",-10.61%,40.40,40.75,41.10,58.38,58.38,unch,1,1,1.00,26.19%,Put,05/19/21
"3,720.00",-10.49%,40.90,41.25,41.60,39.37,-4.20,-9.64%,1,"1,643",0.00,26.09%,Put,05/21/21
"3,725.00",-10.37%,41.40,41.75,42.10,40.00,-1.91,-4.56%,160,806,0.20,25.99%,Put,05/21/21
"3,730.00",-10.25%,41.90,42.25,42.60,44.69,1.59,+3.69%,1,42,0.02,25.89%,Put,05/20/21
"3,735.00",-10.13%,42.40,42.75,43.10,48.19,-5.51,-10.26%,2,12,0.17,25.79%,Put,05/14/21
"3,740.00",-10.01%,42.90,43.25,43.60,59.55,-4.95,-7.67%,4,43,0.09,25.68%,Put,05/19/21
"3,745.00",-9.89%,43.40,43.75,44.10,44.90,-4.22,-8.59%,42,2,21.00,25.58%,Put,05/21/21
"3,750.00",-9.77%,43.90,44.30,44.70,42.22,-6.66,-13.63%,37,"7,531",0.00,25.48%,Put,05/21/21
"3,755.00",-9.65%,44.40,44.80,45.20,56.20,6.70,+13.54%,6,12,0.50,25.37%,Put,05/11/21
"3,760.00",-9.53%,45.00,45.35,45.70,62.67,14.22,+29.35%,4,98,0.04,25.27%,Put,05/19/21
"3,765.00",-9.41%,45.50,45.90,46.30,66.39,15.82,+31.28%,36,23,1.57,25.17%,Put,05/19/21
"3,770.00",-9.28%,46.10,46.45,46.80,46.99,-5.50,-10.48%,5,274,0.02,25.07%,Put,05/20/21
"3,775.00",-9.16%,46.60,47.00,47.40,45.87,-2.30,-4.77%,1,"1,648",0.00,24.96%,Put,05/21/21
"3,780.00",-9.04%,47.20,47.55,47.90,48.50,-5.24,-9.75%,39,43,0.91,24.85%,Put,05/21/21
"3,785.00",-8.92%,47.70,48.10,48.50,55.09,-11.79,-17.63%,2,7,0.29,24.75%,Put,05/17/21
"3,790.00",-8.80%,48.30,48.70,49.10,67.56,12.52,+22.75%,10,127,0.08,24.65%,Put,05/19/21
"3,795.00",-8.68%,48.90,49.30,49.70,49.11,5.11,+11.61%,571,286,2.00,24.54%,Put,05/14/21
"3,800.00",-8.56%,49.50,49.90,50.30,50.60,-2.03,-3.86%,14,"5,776",0.00,24.44%,Put,05/21/21
"3,805.00",-8.44%,50.10,50.50,50.90,52.81,-2.69,-4.85%,2,11,0.18,24.34%,Put,05/20/21
"3,810.00",-8.32%,50.70,51.10,51.50,48.84,-3.33,-6.38%,5,872,0.01,24.23%,Put,05/21/21
"3,815.00",-8.20%,51.30,51.70,52.10,70.80,14.00,+24.65%,6,11,0.55,24.12%,Put,05/19/21
"3,820.00",-8.08%,52.00,52.35,52.70,52.96,-18.64,-26.03%,532,330,1.61,24.02%,Put,05/20/21
"3,825.00",-7.96%,52.60,52.95,53.30,53.32,-4.50,-7.78%,2,701,0.00,23.91%,Put,05/20/21
"3,830.00",-7.84%,53.10,53.55,54.00,55.05,-21.63,-28.21%,4,108,0.04,23.79%,Put,05/18/21
"3,835.00",-7.72%,53.90,54.25,54.60,56.13,-26.97,-32.45%,2,1,2.00,23.70%,Put,05/20/21
"3,840.00",-7.60%,54.40,54.85,55.30,56.74,-0.21,-0.37%,12,122,0.10,23.58%,Put,05/20/21
"3,845.00",-7.48%,55.20,55.55,55.90,60.40,-1.80,-2.89%,12,35,0.34,23.48%,Put,05/20/21
"3,850.00",-7.36%,55.80,56.20,56.60,59.37,-18.43,-23.69%,280,901,0.31,23.37%,Put,05/20/21
"3,855.00",-7.24%,56.40,56.85,57.30,63.00,63.00,unch,20,21,0.95,23.25%,Put,05/14/21
"3,860.00",-7.12%,57.20,57.60,58.00,55.00,-39.49,-41.79%,5,690,0.01,23.15%,Put,05/21/21
